dbCAN subfam	Subfam Composition	Subfam EC	Substrate	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH154_e10	GH154:86	-	-	357	SEUCBS139899_004839-T1	682	6.6e-172	1	356	26	373	0.994397759104
AA1_e22	AA1:24	-	-	492	SEUCBS139899_004897-T1	730	3e-188	1	491	171	682	0.99593495935
CE5_e24	CE5:51|CBM1:13	3.1.1.72:4	xylan	208	SEUCBS139899_005382-T1	255	1.5e-72	1	207	53	253	0.990384615385
GH30_e48	GH30_7:28|CBM1:1	3.2.1.8:3|3.2.1.-:3	xylan, xylan	442	SEUCBS139899_005920-T1	480	4.3e-195	2	442	33	478	0.995475113122
GT69_e0	GT69:44	-	-	243	SEUCBS139899_006934-T1	426	1.8e-117	1	243	113	352	0.995884773663
AA3_e28	AA3_2:42|AA3:1	-	-	565	SEUCBS139899_008455-T1	578	2.6e-289	1	565	9	573	0.998230088496
GH2_e61	GH2:894|CBM67:5|GH43_34:1|GH42:1	3.2.1.23:12	beta-galactan	827	SEUCBS139899_010439-T1	1110	2.6e-276	23	824	46	985	0.968561064087
GH154_e10	GH154:86	-	-	357	SEUCBS139899_010478-T1	733	2e-158	1	357	15	399	0.997198879552
AA1_e29	AA1:21	-	-	498	SEUCBS139899_010540-T1	675	1e-157	2	498	148	638	0.995983935743
GH5_e137	GH5_5:216|CBM1:84|GH5:14|CBM10:2	3.2.1.4:38	beta-glucan	278	SEUCBS140593_001290-T1	341	6.1e-137	1	278	41	319	0.996402877698
GH131_e0	GH131:19	-	-	254	SEUCBS140593_003152-T1	297	7.4e-117	1	254	36	294	0.996062992126
GT71_e16	GT71:38	-	-	235	SEUCBS140593_003159-T1	591	5.8e-95	1	235	230	464	0.995744680851
GH92_e35	GH92:160	-	-	510	SEUCBS140593_003754-T1	912	6.3e-237	1	510	334	880	0.998039215686
CE8_e16	CE8:16|GH28:3	3.1.1.11:3|3.2.1.15:1	pectin	277	SEUCBS140593_004463-T1	738	2.1e-147	2	276	51	327	0.98916967509
GH28_e56	GH28:441|CE8:3	3.2.1.15:14|3.1.1.11:1	pectin	322	SEUCBS140593_004463-T1	738	6e-154	1	321	406	726	0.993788819876
GH47_e5	GH47:259	3.2.1.113:7	host glycan	482	SEUCBS140593_004864-T1	657	4.6e-202	1	482	125	622	0.997925311203
GH30_e48	GH30_7:28|CBM1:1	3.2.1.8:3|3.2.1.-:3	xylan, xylan	442	SEUCBS140593_005245-T1	487	5.7e-180	2	442	41	480	0.995475113122
AA1_e46	AA1_3:109|CBM20:5|AA1:3	1.10.3.2:4|1.10.3.-:1	lignin, lignin	474	SEUCBS140593_008445-T1	667	1.9e-163	1	473	104	625	0.995780590717
GH3_e223	GH3:90|CBM1:15|CE16:3	3.2.1.21:16|3.2.1.-:3	beta-glucan, beta-glucan	207	SEUCBS140593_008640-T1	731	1.7e-110	2	207	72	277	0.990338164251
GH31_e31	GH31:4050	3.2.1.177:12	xyloglucan	431	SEUCBS140593_008927-T1	807	2e-206	2	430	264	703	0.993039443155
GH3_e51	GH3:223	3.2.1.21:3	beta-glucan	214	SEUCBS140593_009228-T1	830	2.3e-110	1	214	33	246	0.995327102804
CE5_e49	CE5:6	-	-	192	SEUCBS140593_010718-T1	318	5.7e-51	2	191	42	258	0.984375
AA9_e5	AA9:14|CBM18:11	-	cellulose	221	STHCBS139747_000970-T1	377	6.5e-78	32	220	9	204	0.850678733032
GH76_e44	GH76:127	3.2.1.101:2	alpha-mannan	363	STHCBS139747_001446-T1	460	1e-177	1	360	30	399	0.988980716253
GH55_e8	GH55:191|CBM50:9|CBM66:1	3.2.1.58:16	beta-glucan	748	STHCBS139747_002061-T1	786	0	5	748	21	785	0.993315508021
GH92_e35	GH92:160	-	-	510	STHCBS139747_002064-T1	920	2.7e-128	1	259	321	583	0.505882352941
GH92_e35	GH92:160	-	-	510	STHCBS139747_002064-T1	920	9.9e-103	256	510	624	883	0.498039215686
GH3_e180	GH3:184	3.2.1.21:13	beta-glucan	210	STHCBS139747_003542-T1	992	5.2e-108	2	210	177	390	0.990476190476
GH3_e180	GH3:184	3.2.1.21:13	beta-glucan	210	STHCBS139747_004481-T1	887	1.1e-104	1	210	97	309	0.995238095238
GH47_e5	GH47:259	3.2.1.113:7	host glycan	482	STHCBS139747_004676-T1	676	3.2e-198	1	482	138	646	0.997925311203
GH43_e285	GH43_11:2705|GH43:7|GH43_12:2	3.2.1.37:21|3.2.1.55:3|3.2.1.-:1	xylan, xylan, xylan	292	STHCBS139747_004919-T1	592	1.6e-138	1	292	5	309	0.996575342466
CBM91_e24	CBM91:3225|GH43_11:3213|GH43_12:1|GH43:1	-	xylan	200	STHCBS139747_004919-T1	592	1.5e-52	7	199	363	582	0.96
AA1_e46	AA1_3:109|CBM20:5|AA1:3	1.10.3.2:4|1.10.3.-:1	lignin, lignin	474	STHCBS139747_004937-T1	610	3.7e-178	1	474	61	546	0.997890295359
GH18_e272	GH18:958|CBM50:6	3.2.1.14:58	chitin	351	STHCBS139747_005283-T1	434	9.7e-172	1	351	49	401	0.997150997151
GH3_e51	GH3:223	3.2.1.21:3	beta-glucan	214	STHCBS139747_005395-T1	874	1.8e-102	1	214	47	260	0.995327102804
GH31_e83	GH31:42	-	-	430	STHCBS139747_005693-T1	841	1.2e-124	2	429	281	740	0.993023255814
GH30_e48	GH30_7:28|CBM1:1	3.2.1.8:3|3.2.1.-:3	xylan, xylan	442	STHCBS139747_005982-T1	486	4.1e-191	2	442	35	484	0.995475113122
GT71_e16	GT71:38	-	-	235	STHCBS139747_006758-T1	635	5.1e-90	1	235	268	504	0.995744680851
GH43_e53	GH43_1:1254|GH43_10:16|GH5_21:6|CBM6:5|GH43:4|GH10:3|GH43_33:2|GH43_32:2|GH43_34:1|GH43_29:1|GH117:1	3.2.1.37:19|3.2.1.55:4	xylan, xylan	310	STHCBS139747_007391-T1	345	9.6e-138	1	309	5	339	0.993548387097
GH135_e26	GH135:5	-	-	229	STHCBS139747_007786-T1	320	1.2e-32	1	174	35	225	0.755458515284
GH135_e26	GH135:5	-	-	229	Sbrasi5110predictedgene_001799-T1	301	1.1e-30	1	177	15	213	0.768558951965
CE8_e16	CE8:16|GH28:3	3.1.1.11:3|3.2.1.15:1	pectin	277	Sbrasi5110predictedgene_002449-T1	682	5.2e-141	7	276	2	273	0.971119133574
GH28_e56	GH28:441|CE8:3	3.2.1.15:14|3.1.1.11:1	pectin	322	Sbrasi5110predictedgene_002449-T1	682	1.4e-152	1	320	351	669	0.990683229814
GH125_e2	GH125:180	-	-	423	Sbrasi5110predictedgene_003604-T1	535	8.6e-187	1	423	79	520	0.997635933806
GH30_e48	GH30_7:28|CBM1:1	3.2.1.8:3|3.2.1.-:3	xylan, xylan	442	Sbrasi5110predictedgene_003769-T1	487	1.8e-174	2	442	41	480	0.995475113122
GH88_e4	GH88:37	-	-	401	Sbrasi5110predictedgene_004890-T1	530	2.3e-156	1	401	105	521	0.997506234414
AA3_e28	AA3_2:42|AA3:1	-	-	565	Sbrasi5110predictedgene_005934-T1	578	2.1e-277	1	564	8	572	0.996460176991
GH43_e53	GH43_1:1254|GH43_10:16|GH5_21:6|CBM6:5|GH43:4|GH10:3|GH43_33:2|GH43_32:2|GH43_34:1|GH43_29:1|GH117:1	3.2.1.37:19|3.2.1.55:4	xylan, xylan	310	Sbrasi5110predictedgene_006319-T1	342	1.6e-139	1	309	5	336	0.993548387097
GH18_e82	GH18:18	3.2.1.96:4	host glycan	216	Sbrasi5110predictedgene_007895-T1	393	1.6e-92	1	215	53	278	0.990740740741
GH28_e58	GH28:220	3.2.1.67:7|3.2.1.-:2	pectin, pectin	352	SdimorCBS55374predictedgene_000382-T1	445	2.6e-156	1	350	80	429	0.991477272727
GH5_e56	GH5_24:29	-	-	314	SdimorCBS55374predictedgene_002698-T1	428	6.1e-168	1	312	77	391	0.990445859873
GT61_e19	GT61:14	-	-	120	SdimorCBS55374predictedgene_003030-T1	552	3.5e-40	1	117	333	454	0.966666666667
GH5_e65	GH5_5:61|CBM1:36	3.2.1.4:20	beta-glucan	290	SdimorCBS55374predictedgene_005542-T1	350	3.3e-146	1	288	30	320	0.989655172414
GT31_e37	GT31:25	-	-	54	SdimorCBS55374predictedgene_006409-T1	604	1.2e-21	1	54	194	247	0.981481481481
GH3_e51	GH3:223	3.2.1.21:3	beta-glucan	214	SdimorCBS55374predictedgene_006562-T1	830	1.9e-106	1	214	33	246	0.995327102804
GH106_e15	GH106:19|GT2:1	-	-	933	SdimorCBS55374predictedgene_008646-T1	1045	2e-273	1	931	41	990	0.996784565916
GH18_e107	GH18:17	-	-	321	SdimorCBS55374predictedgene_009876-T1	361	1.5e-103	1	318	10	344	0.98753894081
GH43_e285	GH43_11:2705|GH43:7|GH43_12:2	3.2.1.37:21|3.2.1.55:3|3.2.1.-:1	xylan, xylan, xylan	292	SeuskaVPRI43754predictedgene_000851-T1	586	3.6e-138	1	292	5	309	0.996575342466
CBM91_e24	CBM91:3225|GH43_11:3213|GH43_12:1|GH43:1	-	xylan	200	SeuskaVPRI43754predictedgene_000851-T1	586	7.1e-54	7	199	362	576	0.96
AA9_e5	AA9:14|CBM18:11	-	cellulose	221	SeuskaVPRI43754predictedgene_002279-T1	381	5.5e-97	3	220	12	230	0.981900452489
GH3_e180	GH3:184	3.2.1.21:13	beta-glucan	210	SeuskaVPRI43754predictedgene_003359-T1	1007	9.3e-108	2	210	186	399	0.990476190476
GH55_e8	GH55:191|CBM50:9|CBM66:1	3.2.1.58:16	beta-glucan	748	SeuskaVPRI43754predictedgene_004338-T1	781	0	4	748	22	780	0.994652406417
GH47_e16	GH47:103	3.2.1.113:12	host glycan	465	SeuskaVPRI43754predictedgene_006470-T1	529	6.2e-216	1	464	49	524	0.995698924731
GH76_e44	GH76:127	3.2.1.101:2	alpha-mannan	363	SeuskaVPRI43754predictedgene_006893-T1	460	2e-177	2	360	31	399	0.986225895317
GH3_e180	GH3:184	3.2.1.21:13	beta-glucan	210	SeuskaVPRI43754predictedgene_007135-T1	872	1.7e-105	1	210	86	298	0.995238095238
GH18_e272	GH18:958|CBM50:6	3.2.1.14:58	chitin	351	SeuskaVPRI43754predictedgene_007438-T1	459	3.7e-124	4	351	81	424	0.988603988604
GH18_e272	GH18:958|CBM50:6	3.2.1.14:58	chitin	351	SeuskaVPRI43754predictedgene_007847-T1	434	8.2e-173	1	351	48	400	0.997150997151
AA3_e28	AA3_2:42|AA3:1	-	-	565	SeuskaVPRI43754predictedgene_008185-T1	578	3.9e-285	1	564	8	572	0.996460176991
GH16_e200	GH16_18:28	-	-	156	SeuskaVPRI43754predictedgene_008376-T1	370	3.1e-72	1	156	70	226	0.99358974359
GH5_e65	GH5_5:61|CBM1:36	3.2.1.4:20	beta-glucan	290	SeuskaVPRI43754predictedgene_009033-T1	348	3.1e-129	1	288	33	321	0.989655172414
CBM67_e14	CBM67:7|GH78:7	-	rhamnose	186	SgloboCBS120340predictedgene_002090-T1	800	1e-35	1	141	16	160	0.752688172043
GH78_e23	GH78:35|CBM67:1|GH79:1	-	-	518	SgloboCBS120340predictedgene_002090-T1	800	1.2e-231	2	508	238	741	0.976833976834
GH88_e4	GH88:37	-	-	401	SgloboCBS120340predictedgene_002957-T1	535	4.8e-158	1	401	105	526	0.997506234414
CE8_e16	CE8:16|GH28:3	3.1.1.11:3|3.2.1.15:1	pectin	277	SgloboCBS120340predictedgene_005045-T1	734	3.3e-143	2	276	51	327	0.98916967509
GH28_e56	GH28:441|CE8:3	3.2.1.15:14|3.1.1.11:1	pectin	322	SgloboCBS120340predictedgene_005045-T1	734	2.4e-152	1	320	403	721	0.990683229814
AA1_e46	AA1_3:109|CBM20:5|AA1:3	1.10.3.2:4|1.10.3.-:1	lignin, lignin	474	SgloboCBS120340predictedgene_005456-T1	671	5.6e-164	1	473	109	629	0.995780590717
GH135_e25	GH135:7	-	-	228	SgloboCBS120340predictedgene_005703-T1	300	1.8e-30	1	169	14	195	0.736842105263
GH43_e53	GH43_1:1254|GH43_10:16|GH5_21:6|CBM6:5|GH43:4|GH10:3|GH43_33:2|GH43_32:2|GH43_34:1|GH43_29:1|GH117:1	3.2.1.37:19|3.2.1.55:4	xylan, xylan	310	SgloboCBS120340predictedgene_007173-T1	342	2.1e-139	1	309	5	336	0.993548387097
GH125_e2	GH125:180	-	-	423	SgloboCBS120340predictedgene_007978-T1	535	4.9e-186	1	423	79	520	0.997635933806
GH18_e82	GH18:18	3.2.1.96:4	host glycan	216	SgloboCBS120340predictedgene_008302-T1	393	1.4e-93	1	215	53	278	0.990740740741
GH30_e48	GH30_7:28|CBM1:1	3.2.1.8:3|3.2.1.-:3	xylan, xylan	442	SgloboCBS120340predictedgene_008532-T1	500	2.6e-156	3	441	28	496	0.990950226244
CE5_e24	CE5:51|CBM1:13	3.1.1.72:4	xylan	208	ShumicCBS118129predictedgene_002169-T1	244	2e-73	1	207	42	242	0.990384615385
GH131_e0	GH131:19	-	-	254	ShumicCBS118129predictedgene_002648-T1	299	1.4e-117	1	254	37	296	0.996062992126
GT90_e11	GT90:72	-	-	290	ShumicCBS118129predictedgene_004690-T1	668	3.4e-124	1	290	359	655	0.996551724138
AA7_e0	AA7:17	1.1.3.-:1	chitooligosaccharide	417	ShumicCBS118129predictedgene_004841-T1	709	1.2e-20	10	183	155	338	0.414868105516
GH125_e2	GH125:180	-	-	423	ShumicCBS118129predictedgene_007983-T1	614	2.3e-59	1	154	95	274	0.36170212766
GH125_e2	GH125:180	-	-	423	ShumicCBS118129predictedgene_007983-T1	614	1.6e-115	142	423	282	600	0.664302600473
GH30_e48	GH30_7:28|CBM1:1	3.2.1.8:3|3.2.1.-:3	xylan, xylan	442	SinflaCBS23968predictedgene_003339-T1	487	1e-178	2	442	41	480	0.995475113122
GH106_e15	GH106:19|GT2:1	-	-	933	SinflaCBS23968predictedgene_004412-T1	1035	3.3e-275	1	931	37	980	0.996784565916
GH18_e107	GH18:17	-	-	321	SinflaCBS23968predictedgene_005679-T1	361	1.4e-103	1	318	10	344	0.98753894081
GH5_e56	GH5_24:29	-	-	314	SinflaCBS23968predictedgene_005727-T1	428	7.5e-168	1	312	77	391	0.990445859873
GH5_e65	GH5_5:61|CBM1:36	3.2.1.4:20	beta-glucan	290	SinflaCBS23968predictedgene_005982-T1	516	2.3e-128	1	288	30	318	0.989655172414
GT69_e0	GT69:44	-	-	243	SinflaCBS23968predictedgene_006034-T1	1267	1.8e-93	1	242	133	379	0.991769547325
GT61_e19	GT61:14	-	-	120	SinflaCBS23968predictedgene_006238-T1	552	1e-40	1	117	332	453	0.966666666667
AA1_e46	AA1_3:109|CBM20:5|AA1:3	1.10.3.2:4|1.10.3.-:1	lignin, lignin	474	SinflaCBS23968predictedgene_007331-T1	605	5.1e-168	1	474	55	563	0.997890295359
GT31_e37	GT31:25	-	-	54	SinflaCBS23968predictedgene_007588-T1	457	1e-22	1	54	185	238	0.981481481481
GH3_e51	GH3:223	3.2.1.21:3	beta-glucan	214	SinflaCBS23968predictedgene_008934-T1	867	2.1e-110	1	214	35	248	0.995327102804
CE5_e24	CE5:51|CBM1:13	3.1.1.72:4	xylan	208	SinflaCBS23968predictedgene_009155-T1	243	1.7e-72	1	207	41	241	0.990384615385
GH28_e58	GH28:220	3.2.1.67:7|3.2.1.-:2	pectin, pectin	352	SinflaCBS23968predictedgene_010153-T1	445	4.5e-155	1	350	80	429	0.991477272727
CE16_e2	CE16:12	-	-	278	SlurieCBS93772predictedgene_000853-T1	381	8e-104	1	278	56	360	0.996402877698
CE8_e105	CE8:21	3.1.1.11:8	pectin	281	SlurieCBS93772predictedgene_001277-T1	328	8.7e-118	2	280	29	306	0.989323843416
GH3_e116	GH3:66	3.2.1.21:2	beta-glucan	213	SlurieCBS93772predictedgene_001601-T1	889	1.5e-111	2	212	84	294	0.985915492958
AA2_e12	AA2:15	-	-	241	SlurieCBS93772predictedgene_002498-T1	508	9e-99	2	241	259	495	0.991701244813
AA1_e29	AA1:21	-	-	498	SlurieCBS93772predictedgene_002658-T1	697	5.3e-163	2	498	152	662	0.995983935743
GT69_e0	GT69:44	-	-	243	SlurieCBS93772predictedgene_002726-T1	434	3.2e-109	1	243	115	357	0.995884773663
AA7_e0	AA7:17	1.1.3.-:1	chitooligosaccharide	417	SlurieCBS93772predictedgene_002832-T1	478	3.1e-139	1	417	41	475	0.997601918465
AA7_e0	AA7:17	1.1.3.-:1	chitooligosaccharide	417	SlurieCBS93772predictedgene_004952-T1	669	1e-23	12	181	203	378	0.405275779376
GH154_e10	GH154:86	-	-	357	SlurieCBS93772predictedgene_005492-T1	735	1.4e-155	1	357	15	404	0.997198879552
GH154_e10	GH154:86	-	-	357	SlurieCBS93772predictedgene_006372-T1	680	8.3e-170	1	356	26	373	0.994397759104
AA1_e22	AA1:24	-	-	492	SlurieCBS93772predictedgene_007333-T1	633	1.5e-188	1	491	74	588	0.99593495935
GH78_e23	GH78:35|CBM67:1|GH79:1	-	-	518	SlurieCBS93772predictedgene_008236-T1	227	2.2e-104	96	311	8	226	0.415057915058
GH30_e48	GH30_7:28|CBM1:1	3.2.1.8:3|3.2.1.-:3	xylan, xylan	442	SmexicCBS120341predictedgene_000095-T1	478	2.9e-195	2	442	31	477	0.995475113122
GH92_e35	GH92:160	-	-	510	SmexicCBS120341predictedgene_000351-T1	1242	5.7e-233	1	509	327	876	0.996078431373
GH3_e223	GH3:90|CBM1:15|CE16:3	3.2.1.21:16|3.2.1.-:3	beta-glucan, beta-glucan	207	SmexicCBS120341predictedgene_000969-T1	730	2.3e-111	2	207	74	279	0.990338164251
AA1_e46	AA1_3:109|CBM20:5|AA1:3	1.10.3.2:4|1.10.3.-:1	lignin, lignin	474	SmexicCBS120341predictedgene_002207-T1	515	8.6e-157	35	474	1	473	0.926160337553
GH5_e137	GH5_5:216|CBM1:84|GH5:14|CBM10:2	3.2.1.4:38	beta-glucan	278	SmexicCBS120341predictedgene_002634-T1	340	5.3e-138	1	278	40	318	0.996402877698
GH47_e5	GH47:259	3.2.1.113:7	host glycan	482	SmexicCBS120341predictedgene_003891-T1	648	7.7e-201	1	482	121	615	0.997925311203
GH131_e0	GH131:19	-	-	254	SmexicCBS120341predictedgene_004814-T1	299	1e-117	1	254	37	296	0.996062992126
GT71_e16	GT71:38	-	-	235	SmexicCBS120341predictedgene_004820-T1	674	4.1e-95	1	235	286	520	0.995744680851
AA3_e28	AA3_2:42|AA3:1	-	-	565	SmexicCBS120341predictedgene_009491-T1	578	9.3e-282	1	564	8	572	0.996460176991
CE5_e49	CE5:6	-	-	192	SmexicCBS120341predictedgene_009743-T1	325	1.1e-47	14	191	66	268	0.921875
GH31_e31	GH31:4050	3.2.1.177:12	xyloglucan	431	SmexicCBS120341predictedgene_010399-T1	791	5e-206	1	430	264	704	0.99535962877
GH43_e53	GH43_1:1254|GH43_10:16|GH5_21:6|CBM6:5|GH43:4|GH10:3|GH43_33:2|GH43_32:2|GH43_34:1|GH43_29:1|GH117:1	3.2.1.37:19|3.2.1.55:4	xylan, xylan	310	SnigroVPRI43755predictedgene_001583-T1	347	1e-128	2	309	4	334	0.990322580645
GH43_e285	GH43_11:2705|GH43:7|GH43_12:2	3.2.1.37:21|3.2.1.55:3|3.2.1.-:1	xylan, xylan, xylan	292	SnigroVPRI43755predictedgene_001701-T1	589	6.4e-139	1	292	5	309	0.996575342466
CBM91_e24	CBM91:3225|GH43_11:3213|GH43_12:1|GH43:1	-	xylan	200	SnigroVPRI43755predictedgene_001701-T1	589	1.3e-52	7	199	362	579	0.96
GH55_e8	GH55:191|CBM50:9|CBM66:1	3.2.1.58:16	beta-glucan	748	SnigroVPRI43755predictedgene_003528-T1	787	0	3	748	19	785	0.995989304813
GH76_e44	GH76:127	3.2.1.101:2	alpha-mannan	363	SnigroVPRI43755predictedgene_003817-T1	454	6.6e-176	4	360	27	393	0.980716253444
AA9_e5	AA9:14|CBM18:11	-	cellulose	221	SnigroVPRI43755predictedgene_004063-T1	378	1.5e-97	2	220	11	231	0.986425339367
GH3_e180	GH3:184	3.2.1.21:13	beta-glucan	210	SnigroVPRI43755predictedgene_004374-T1	858	1.3e-99	10	210	81	284	0.952380952381
GH135_e30	GH135:22	-	-	237	SnigroVPRI43755predictedgene_005236-T1	298	1.9e-95	1	236	53	292	0.991561181435
GH5_e65	GH5_5:61|CBM1:36	3.2.1.4:20	beta-glucan	290	SnigroVPRI43755predictedgene_005634-T1	346	2.8e-128	1	289	31	320	0.993103448276
GH18_e272	GH18:958|CBM50:6	3.2.1.14:58	chitin	351	SnigroVPRI43755predictedgene_006392-T1	412	2e-174	1	351	27	379	0.997150997151
GH3_e180	GH3:184	3.2.1.21:13	beta-glucan	210	SnigroVPRI43755predictedgene_006604-T1	988	1.1e-107	2	210	176	389	0.990476190476
GH47_e16	GH47:103	3.2.1.113:12	host glycan	465	SnigroVPRI43755predictedgene_007507-T1	540	1.3e-207	1	464	48	535	0.995698924731
GH16_e200	GH16_18:28	-	-	156	SpalliCBS13156predictedgene_001050-T1	371	1.7e-72	1	156	70	226	0.99358974359
GT61_e19	GT61:14	-	-	120	SpalliCBS13156predictedgene_003442-T1	549	3e-37	1	116	306	430	0.958333333333
GH30_e48	GH30_7:28|CBM1:1	3.2.1.8:3|3.2.1.-:3	xylan, xylan	442	SpalliCBS13156predictedgene_004678-T1	498	2.2e-159	3	441	28	494	0.990950226244
GH28_e56	GH28:441|CE8:3	3.2.1.15:14|3.1.1.11:1	pectin	322	SpalliCBS13156predictedgene_005563-T1	370	8.3e-156	1	321	38	358	0.993788819876
GH18_e20	GH18:235|GT1:1	3.2.1.14:25	chitin	353	SpalliCBS13156predictedgene_005653-T1	424	5.1e-115	50	352	85	389	0.85552407932
GH125_e2	GH125:180	-	-	423	SpalliCBS13156predictedgene_008377-T1	537	5.3e-187	1	423	81	522	0.997635933806
CE5_e49	CE5:6	-	-	192	SpalliCBS13156predictedgene_009856-T1	331	1.2e-46	2	191	46	272	0.984375
GH3_e51	GH3:223	3.2.1.21:3	beta-glucan	214	SphasmCBS119721predictedgene_001886-T1	858	1.3e-107	1	214	35	247	0.995327102804
GT90_e11	GT90:72	-	-	290	SphasmCBS119721predictedgene_001928-T1	637	2.9e-115	2	290	338	623	0.993103448276
GH88_e4	GH88:37	-	-	401	SphasmCBS119721predictedgene_004421-T1	515	3.4e-156	1	401	100	506	0.997506234414
GH125_e2	GH125:180	-	-	423	SphasmCBS119721predictedgene_004543-T1	611	1.7e-58	1	152	98	268	0.356973995272
GH125_e2	GH125:180	-	-	423	SphasmCBS119721predictedgene_004543-T1	611	1.2e-113	147	423	287	597	0.652482269504
GH18_e82	GH18:18	3.2.1.96:4	host glycan	216	SphasmCBS119721predictedgene_006303-T1	410	1.2e-89	1	215	71	297	0.990740740741
GH28_e58	GH28:220	3.2.1.67:7|3.2.1.-:2	pectin, pectin	352	SproteCBS116654predictedgene_003731-T1	442	2.5e-156	1	350	77	426	0.991477272727
AA4_e0	AA4:39	1.1.3.38:1	lignin	535	SproteCBS116654predictedgene_004763-T1	1602	3.8e-94	282	524	443	676	0.452336448598
AA1_e46	AA1_3:109|CBM20:5|AA1:3	1.10.3.2:4|1.10.3.-:1	lignin, lignin	474	SproteCBS116654predictedgene_005097-T1	543	2e-66	189	474	192	501	0.601265822785
GH30_e48	GH30_7:28|CBM1:1	3.2.1.8:3|3.2.1.-:3	xylan, xylan	442	SproteCBS116654predictedgene_006380-T1	498	7.1e-149	4	441	36	493	0.988687782805
GH5_e56	GH5_24:29	-	-	314	SproteCBS116654predictedgene_007017-T1	410	3.2e-151	31	313	88	373	0.898089171975
GH2_e61	GH2:894|CBM67:5|GH43_34:1|GH42:1	3.2.1.23:12	beta-galactan	827	SproteCBS116654predictedgene_007237-T1	1099	1.9e-286	23	824	44	971	0.968561064087
GH131_e0	GH131:19	-	-	254	SproteCBS116654predictedgene_007967-T1	301	7.9e-113	1	254	37	298	0.996062992126
CBM67_e14	CBM67:7|GH78:7	-	rhamnose	186	SproteCBS116654predictedgene_008208-T1	792	6.4e-25	47	162	7	121	0.618279569892
GH78_e23	GH78:35|CBM67:1|GH79:1	-	-	518	SproteCBS116654predictedgene_008208-T1	792	7.5e-228	2	511	205	719	0.982625482625
GH106_e15	GH106:19|GT2:1	-	-	933	SproteCBS116654predictedgene_008439-T1	1089	7e-245	1	931	52	1013	0.996784565916
GH18_e107	GH18:17	-	-	321	SpseudVPRI43531predictedgene_000364-T1	363	1.9e-103	1	319	10	345	0.990654205607
AA7_e0	AA7:17	1.1.3.-:1	chitooligosaccharide	417	SpseudVPRI43531predictedgene_000759-T1	482	6e-140	1	417	41	478	0.997601918465
AA2_e12	AA2:15	-	-	241	SpseudVPRI43531predictedgene_001647-T1	508	6e-95	2	241	259	495	0.991701244813
CE16_e2	CE16:12	-	-	278	SpseudVPRI43531predictedgene_001946-T1	365	5e-94	3	278	38	343	0.989208633094
AA1_e22	AA1:24	-	-	492	SpseudVPRI43531predictedgene_002281-T1	758	1.3e-186	1	491	198	712	0.99593495935
CE8_e105	CE8:21	3.1.1.11:8	pectin	281	SpseudVPRI43531predictedgene_002865-T1	291	2.5e-132	12	280	3	269	0.953736654804
GH154_e10	GH154:86	-	-	357	SpseudVPRI43531predictedgene_003252-T1	675	8.1e-173	1	356	26	373	0.994397759104
GH154_e10	GH154:86	-	-	357	SpseudVPRI43531predictedgene_004789-T1	720	5e-155	1	357	15	408	0.997198879552
GT31_e37	GT31:25	-	-	54	SpseudVPRI43531predictedgene_005134-T1	397	6.4e-24	1	54	190	243	0.981481481481
AA1_e29	AA1:21	-	-	498	SpseudVPRI43531predictedgene_006162-T1	685	4.6e-164	2	498	150	642	0.995983935743
GH3_e116	GH3:66	3.2.1.21:2	beta-glucan	213	SpseudVPRI43531predictedgene_006909-T1	892	3.3e-109	2	212	87	297	0.985915492958
GH5_e65	GH5_5:61|CBM1:36	3.2.1.4:20	beta-glucan	290	SpseudVPRI43531predictedgene_007185-T1	594	1.2e-128	1	288	30	318	0.989655172414
GT69_e0	GT69:44	-	-	243	Sschen1099predictedgene_000111-T1	432	4.5e-112	1	243	114	356	0.995884773663
GH5_e137	GH5_5:216|CBM1:84|GH5:14|CBM10:2	3.2.1.4:38	beta-glucan	278	Sschen1099predictedgene_001783-T1	341	5.9e-136	1	278	41	319	0.996402877698
GH3_e223	GH3:90|CBM1:15|CE16:3	3.2.1.21:16|3.2.1.-:3	beta-glucan, beta-glucan	207	Sschen1099predictedgene_003771-T1	731	1.2e-110	2	207	74	280	0.990338164251
CE5_e49	CE5:6	-	-	192	Sschen1099predictedgene_006204-T1	325	3.2e-46	15	191	65	267	0.916666666667
AA3_e28	AA3_2:42|AA3:1	-	-	565	Sschen1099predictedgene_006291-T1	578	6.6e-280	1	564	8	572	0.996460176991
GT61_e19	GT61:14	-	-	120	Sschen1099predictedgene_007516-T1	556	1.9e-42	1	117	334	457	0.966666666667
GH18_e272	GH18:958|CBM50:6	3.2.1.14:58	chitin	351	SvarieCBS121961predictedgene_003837-T1	454	4.7e-122	17	351	85	419	0.951566951567
CE8_e16	CE8:16|GH28:3	3.1.1.11:3|3.2.1.15:1	pectin	277	SvarieCBS121961predictedgene_006746-T1	738	2.2e-136	2	275	51	328	0.985559566787
GH28_e56	GH28:441|CE8:3	3.2.1.15:14|3.1.1.11:1	pectin	322	SvarieCBS121961predictedgene_006746-T1	738	7.5e-151	1	321	396	716	0.993788819876
GH16_e200	GH16_18:28	-	-	156	SvarieCBS121961predictedgene_006786-T1	373	1.2e-72	1	156	70	226	0.99358974359
