tip	accession	genus	kingdom	phylum	class	order	family
KAI9512042.1_Russula_earlei	KAI9512042.1	Russula	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae
KAI0001502.1_Russula_compacta	KAI0001502.1	Russula	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae
KAH9986247.1_Russula_vinacea	KAH9986247.1	Russula	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae
KAI0279744.1_Russula_aff._rugulosaBPL654	KAI0279744.1	Russula	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae
KAF8501713.1_Russula_emetica	KAF8501713.1	Russula	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae
KAF8501716.1_Russula_emetica	KAF8501716.1	Russula	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae
KAI0287778.1_Russula_brevipes	KAI0287778.1	Russula	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae
KAF8486165.1_Russula_ochroleuca	KAF8486165.1	Russula	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae
KAI0279745.1_Russula_aff._rugulosaBPL654	KAI0279745.1	Russula	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae
KAF8486164.1_Russula_ochroleuca	KAF8486164.1	Russula	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae
KAH9959614.1_Russula_dissimulans	KAH9959614.1	Russula	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae
KAH9959610.1_Russula_dissimulans	KAH9959610.1	Russula	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae
KAI0287995.1_Russula_brevipes	KAI0287995.1	Russula	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae
KAI0280328.1_Russula_brevipes	KAI0280328.1	Russula	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae
KAI0287991.1_Russula_brevipes	KAI0287991.1	Russula	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae
KAH9986246.1_Russula_vinacea	KAH9986246.1	Russula	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae
KAI0322552.1_Amylostereum_chailletii	KAI0322552.1	Amylostereum	Fungi	Basidiomycota	Agaricomycetes	Russulales	Stereaceae
KAI0322548.1_Amylostereum_chailletii	KAI0322548.1	Amylostereum	Fungi	Basidiomycota	Agaricomycetes	Russulales	Stereaceae
KAI0316452.1_Amylostereum_chailletii	KAI0316452.1	Amylostereum	Fungi	Basidiomycota	Agaricomycetes	Russulales	Stereaceae
XP_007301417.1_Stereum_hirsutum_FP_91666SS1	XP_007301417.1	Stereum	Fungi	Basidiomycota	Agaricomycetes	Russulales	Stereaceae
XP_007306950.1_Stereum_hirsutum_FP_91666SS1	XP_007306950.1	Stereum	Fungi	Basidiomycota	Agaricomycetes	Russulales	Stereaceae
XP_007299807.1_Stereum_hirsutum_FP_91666SS1	XP_007299807.1	Stereum	Fungi	Basidiomycota	Agaricomycetes	Russulales	Stereaceae
KAI0264500.1_Gloeopeniophorella_convolvens	KAI0264500.1	Gloeopeniophorella	Fungi	Basidiomycota	Agaricomycetes	Russulales	unknown
CAG7848880.1_Serendipita_indica_DSM11827	CAG7848880.1	Serendipita	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae
KAG8754232.1_Serendipita_sp._396	KAG8754232.1	Serendipita	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae
CCA72555.1_Serendipita_indica_DSM11827	CCA72555.1	Serendipita	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae
CAG7847402.1_Serendipita_indica_DSM11827	CAG7847402.1	Serendipita	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae
PVF99774.1_Serendipita_vermifera	PVF99774.1	Serendipita	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae
KAG8836044.1_Serendipita_sp._399	KAG8836044.1	Serendipita	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae
KIM34148.1_Serendipita_vermifera_MAFF305830	KIM34148.1	Serendipita	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae
CCA71530.1_Serendipita_indica_DSM11827	CCA71530.1	Serendipita	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae
CCA68158.1_Serendipita_indica_DSM11827	CCA68158.1	Serendipita	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae
PVG03262.1_Serendipita_vermifera	PVG03262.1	Serendipita	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae
KAG8749374.1_Serendipita_sp._396	KAG8749374.1	Serendipita	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae
CCA68159.1_Serendipita_indica_DSM11827	CCA68159.1	Serendipita	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae
CAG7847400.1_Serendipita_indica_DSM11827	CAG7847400.1	Serendipita	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae
KAG9058880.1_Serendipita_sp._407	KAG9058880.1	Serendipita	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae
KAF9790380.1_Thelephora_terrestris	KAF9790380.1	Thelephora	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae
KAF9648927.1_Thelephora_ganbajun	KAF9648927.1	Thelephora	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae
KAF9790725.1_Thelephora_terrestris	KAF9790725.1	Thelephora	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae
KAF9647895.1_Thelephora_ganbajun	KAF9647895.1	Thelephora	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae
KAF9790728.1_Thelephora_terrestris	KAF9790728.1	Thelephora	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae
KAF9647898.1_Thelephora_ganbajun	KAF9647898.1	Thelephora	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae
KZT40257.1_Sistotremastrum_suecicum_HHB10207ss_3	KZT40257.1	Sistotremastrum	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	unknown
KZS91941.1_Sistotremastrum_niveocremeum_HHB9708	KZS91941.1	Sistotremastrum	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	unknown
KAH8925420.1_Atractiella_rhizophila	KAH8925420.1	Atractiella	Fungi	Basidiomycota	Atractiellomycetes	Atractiellales	Hoehnelomycetaceae
KZT57664.1_Calocera_cornea_HHB12733	KZT57664.1	Calocera	Fungi	Basidiomycota	Dacrymycetes	Dacrymycetales	Dacrymycetaceae
KZO90691.1_Calocera_viscosa_TUFC12733	KZO90691.1	Calocera	Fungi	Basidiomycota	Dacrymycetes	Dacrymycetales	Dacrymycetaceae
KZT57666.1_Calocera_cornea_HHB12733	KZT57666.1	Calocera	Fungi	Basidiomycota	Dacrymycetes	Dacrymycetales	Dacrymycetaceae
KZO90689.1_Calocera_viscosa_TUFC12733	KZO90689.1	Calocera	Fungi	Basidiomycota	Dacrymycetes	Dacrymycetales	Dacrymycetaceae
XP_040631690.1_Dacryopinax_primogenitus	XP_040631690.1	Dacryopinax	Fungi	Basidiomycota	Dacrymycetes	Dacrymycetales	Dacrymycetaceae
XP_040631691.1_Dacryopinax_primogenitus	XP_040631691.1	Dacryopinax	Fungi	Basidiomycota	Dacrymycetes	Dacrymycetales	Dacrymycetaceae
XP_040629811.1_Dacryopinax_primogenitus	XP_040629811.1	Dacryopinax	Fungi	Basidiomycota	Dacrymycetes	Dacrymycetales	Dacrymycetaceae
KAK4704433.1_Phenoliferia_sp._Uapishka_3	KAK4704433.1	Phenoliferia	Fungi	Basidiomycota	Microbotryomycetes	Kriegeriales	Kriegeriaceae
KAK4703993.1_Phenoliferia_sp._Uapishka_3	KAK4703993.1	Phenoliferia	Fungi	Basidiomycota	Microbotryomycetes	Kriegeriales	Kriegeriaceae
ORY88298.1_Leucosporidium_creatinivorum	ORY88298.1	Leucosporidium	Fungi	Basidiomycota	Microbotryomycetes	Leucosporidiales	Leucosporidiaceae
ORY79724.1_Leucosporidium_creatinivorum	ORY79724.1	Leucosporidium	Fungi	Basidiomycota	Microbotryomycetes	Leucosporidiales	Leucosporidiaceae
ORY89679.1_Leucosporidium_creatinivorum	ORY89679.1	Leucosporidium	Fungi	Basidiomycota	Microbotryomycetes	Leucosporidiales	Leucosporidiaceae
ORY91521.1_Leucosporidium_creatinivorum	ORY91521.1	Leucosporidium	Fungi	Basidiomycota	Microbotryomycetes	Leucosporidiales	Leucosporidiaceae
ORY51762.1_Leucosporidium_creatinivorum	ORY51762.1	Leucosporidium	Fungi	Basidiomycota	Microbotryomycetes	Leucosporidiales	Leucosporidiaceae
KDE05902.1_Microbotryum_lychnidis_dioicae_p1A1Lamole	KDE05902.1	Microbotryum	Fungi	Basidiomycota	Microbotryomycetes	Microbotryales	Microbotryaceae
SCZ94805.1_Microbotryum_saponariae	SCZ94805.1	Microbotryum	Fungi	Basidiomycota	Microbotryomycetes	Microbotryales	Microbotryaceae
SGY79428.1_Microbotryum_silenes_dioicae	SGY79428.1	Microbotryum	Fungi	Basidiomycota	Microbotryomycetes	Microbotryales	Microbotryaceae
SCV70878.1_Microbotryum_intermedium	SCV70878.1	Microbotryum	Fungi	Basidiomycota	Microbotryomycetes	Microbotryales	Microbotryaceae
PRQ71199.1_Rhodotorula_toruloides	PRQ71199.1	Rhodotorula	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae
KAK4330533.1_Rhodotorula_toruloides	KAK4330533.1	Rhodotorula	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae
XP_016275300.1_Rhodotorula_toruloides_NP11	XP_016275300.1	Rhodotorula	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae
XP_016271225.1_Rhodotorula_toruloides_NP11	XP_016271225.1	Rhodotorula	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae
POY71101.1_Rhodotorula_taiwanensis	POY71101.1	Rhodotorula	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae
KAG0656832.1_Rhodotorula_mucilaginosa	KAG0656832.1	Rhodotorula	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae
TNY20361.1_Rhodotorula_diobovata	TNY20361.1	Rhodotorula	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae
PRQ76063.1_Rhodotorula_toruloides	PRQ76063.1	Rhodotorula	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae
KWU44477.1_Rhodotorula_sp._JG_1b	KWU44477.1	Rhodotorula	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae
GJN91262.1_Rhodotorula_paludigena	GJN91262.1	Rhodotorula	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae
GJN89692.1_Rhodotorula_paludigena	GJN89692.1	Rhodotorula	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae
KWU44348.1_Rhodotorula_sp._JG_1b	KWU44348.1	Rhodotorula	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae
GEM07994.1_Rhodotorula_toruloides	GEM07994.1	Rhodotorula	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae
CDR41535.1_Rhodotorula_toruloides	CDR41535.1	Rhodotorula	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae
TNY21244.1_Rhodotorula_diobovata	TNY21244.1	Rhodotorula	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae
KAI5474854.1_Pseudohyphozyma_bogoriensis	KAI5474854.1	Pseudohyphozyma	Fungi	Basidiomycota	Microbotryomycetes	unknown	Chrysozymaceae
KAI5474857.1_Pseudohyphozyma_bogoriensis	KAI5474857.1	Pseudohyphozyma	Fungi	Basidiomycota	Microbotryomycetes	unknown	Chrysozymaceae
KAK4054129.1_Microbotryomycetes_sp._JL201	KAK4054129.1	Microbotryomycetes	Fungi	Basidiomycota	Microbotryomycetes	unknown	unknown
KAK4055531.1_Microbotryomycetes_sp._JL201	KAK4055531.1	Microbotryomycetes	Fungi	Basidiomycota	Microbotryomycetes	unknown	unknown
KAK4057941.1_Microbotryomycetes_sp._JL221	KAK4057941.1	Microbotryomycetes	Fungi	Basidiomycota	Microbotryomycetes	unknown	unknown
KAK4054346.1_Microbotryomycetes_sp._JL221	KAK4054346.1	Microbotryomycetes	Fungi	Basidiomycota	Microbotryomycetes	unknown	unknown
CDZ98792.1_Phaffia_rhodozyma	CDZ98792.1	Phaffia	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae
CDZ98532.1_Phaffia_rhodozyma	CDZ98532.1	Phaffia	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae
CDZ98469.1_Phaffia_rhodozyma	CDZ98469.1	Phaffia	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae
CDZ98793.1_Phaffia_rhodozyma	CDZ98793.1	Phaffia	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae
XP_046036810.1_Filobasidium_floriforme	XP_046036810.1	Filobasidium	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae
XP_046038248.1_Filobasidium_floriforme	XP_046038248.1	Filobasidium	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae
KAG7528919.1_Filobasidium_floriforme	KAG7528919.1	Filobasidium	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae
KAJ9114318.1_Naganishia_vaughanmartiniae	KAJ9114318.1	Naganishia	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae
GHJ86888.1_Naganishia_liquefaciens	GHJ86888.1	Naganishia	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae
KAI5452378.1_Naganishia_albida	KAI5452378.1	Naganishia	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae
KAJ9096401.1_Naganishia_friedmannii	KAJ9096401.1	Naganishia	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae
KAJ9127419.1_Naganishia_onofrii	KAJ9127419.1	Naganishia	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae
KAJ9105892.1_Naganishia_adeliensis	KAJ9105892.1	Naganishia	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae
KAJ9106717.1_Naganishia_cerealis	KAJ9106717.1	Naganishia	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae
HCOJCM1743_004749_T1_19_270_AA14		Holtermannia	Fungi	Basidiomycota	Tremellomycetes	Holtermanniales	unknown
XP_052949572.1_Dioszegia_hungarica	XP_052949572.1	Dioszegia	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae
XP_052948210.1_Dioszegia_hungarica	XP_052948210.1	Dioszegia	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae
XP_052949098.1_Dioszegia_hungarica	XP_052949098.1	Dioszegia	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae
XP_052942074.1_Dioszegia_hungarica	XP_052942074.1	Dioszegia	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae
WVQ72578.1_Cryptococcus_sp._DSM104548	WVQ72578.1	Cryptococcus	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae
XP_019035686.1_Cryptococcus_wingfieldii_CBS7118	XP_019035686.1	Cryptococcus	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae
XP_778151.1_Cryptococcus_neoformans_neoformans	XP_778151.1	Cryptococcus	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae
WVQ72577.1_Cryptococcus_sp._DSM104548	WVQ72577.1	Cryptococcus	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae
ODN88337.1_Cryptococcus_depauperatus_CBS7841	ODN88337.1	Cryptococcus	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae
WVQ82351.1_Cryptococcus_sp._DSM104549	WVQ82351.1	Cryptococcus	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae
XP_018994656.1_Cryptococcus_amylolentus_CBS6039	XP_018994656.1	Cryptococcus	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae
KIR67208.1_Cryptococcus_bacillisporus_CA1873	KIR67208.1	Cryptococcus	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae
OXG24631.1_Cryptococcus_neoformans_grubii	OXG24631.1	Cryptococcus	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae
ODO08084.1_Cryptococcus_amylolentus_CBS6273	ODO08084.1	Cryptococcus	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae
XP_019035688.1_Cryptococcus_wingfieldii_CBS7118	XP_019035688.1	Cryptococcus	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae
KIR33729.1_Cryptococcus_deuterogattii_MMRL2647	KIR33729.1	Cryptococcus	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae
WVQ80688.1_Cryptococcus_sp._DSM104549	WVQ80688.1	Cryptococcus	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae
CgattiWM276predictedgene_000949_T1_20_277_AA14		Cryptococcus	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae
CneofoV31predictedgene_000132_T1_20_277_AA14		Cryptococcus	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae
XP_031863238.1_Kwoniella_shandongensis	XP_031863238.1	Kwoniella	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae
XP_019010940.1_Kwoniella_pini_CBS10737	XP_019010940.1	Kwoniella	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae
XP_062791081.1_Kwoniella_shivajii	XP_062791081.1	Kwoniella	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae
XP_018263097.1_Kwoniella_dejecticola_CBS10117	XP_018263097.1	Kwoniella	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae
WVR07021.1_Kwoniella_sp._DSM27419	WVR07021.1	Kwoniella	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae
XP_019046288.1_Kwoniella_bestiolae_CBS10118	XP_019046288.1	Kwoniella	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae
WVQ99392.1_Kwoniella_sp._CBS9459	WVQ99392.1	Kwoniella	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae
XP_019007301.1_Kwoniella_mangroviensis_CBS8507	XP_019007301.1	Kwoniella	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae
OCF42898.1_Kwoniella_heveanensis_CBS569	OCF42898.1	Kwoniella	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae
XP_019043154.1_Kwoniella_bestiolae_CBS10118	XP_019043154.1	Kwoniella	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae
WVQ97816.1_Kwoniella_sp._CBS9459	WVQ97816.1	Kwoniella	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae
XP_019007932.1_Kwoniella_pini_CBS10737	XP_019007932.1	Kwoniella	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae
OCF58383.1_Kwoniella_mangroviensis_CBS10435	OCF58383.1	Kwoniella	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae
XP_062793024.1_Kwoniella_shivajii	XP_062793024.1	Kwoniella	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae
XP_018260028.1_Kwoniella_dejecticola_CBS10117	XP_018260028.1	Kwoniella	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae
XP_019000045.1_Kwoniella_mangroviensis_CBS8507	XP_019000045.1	Kwoniella	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae
XP_019002112.1_Kwoniella_mangroviensis_CBS8507	XP_019002112.1	Kwoniella	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae
XP_019042384.1_Kwoniella_bestiolae_CBS10118	XP_019042384.1	Kwoniella	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae
XP_018263708.1_Kwoniella_dejecticola_CBS10117	XP_018263708.1	Kwoniella	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae
XP_031864295.1_Kwoniella_shandongensis	XP_031864295.1	Kwoniella	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae
XP_019051361.1_Kwoniella_bestiolae_CBS10118	XP_019051361.1	Kwoniella	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae
XP_019013667.1_Kwoniella_pini_CBS10737	XP_019013667.1	Kwoniella	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae
OCF77674.1_Kwoniella_mangroviensis_CBS8886	OCF77674.1	Kwoniella	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae
XP_021870732.1_Kockovaella_imperatae	XP_021870732.1	Kockovaella	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cuniculitremaceae
KIMNRRLY17943_003714_T1_20_275_AA14		Kockovaella	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cuniculitremaceae
ORY34011.1_Naematelia_encephala	ORY34011.1	Naematelia	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Naemateliaceae
ORY25660.1_Naematelia_encephala	ORY25660.1	Naematelia	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Naemateliaceae
ORY25065.1_Naematelia_encephala	ORY25065.1	Naematelia	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Naemateliaceae
ORY31423.1_Naematelia_encephala	ORY31423.1	Naematelia	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Naemateliaceae
KAK1924239.1_Papiliotrema_laurentii	KAK1924239.1	Papiliotrema	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Rhynchogastremaceae
KAK1924488.1_Papiliotrema_laurentii	KAK1924488.1	Papiliotrema	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Rhynchogastremaceae
KAK1925801.1_Papiliotrema_laurentii	KAK1925801.1	Papiliotrema	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Rhynchogastremaceae
KAK1921139.1_Papiliotrema_laurentii	KAK1921139.1	Papiliotrema	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Rhynchogastremaceae
KAK1921150.1_Papiliotrema_laurentii	KAK1921150.1	Papiliotrema	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Rhynchogastremaceae
RXK34920.1_Tremella_mesenterica	RXK34920.1	Tremella	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae
XP_007003269.1_Tremella_mesenterica_DSM1558	XP_007003269.1	Tremella	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae
XP_007001773.1_Tremella_mesenterica_DSM1558	XP_007001773.1	Tremella	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae
RXK36788.1_Tremella_mesenterica	RXK36788.1	Tremella	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae
Tfuciftr26predictedgene_003872_T1_20_290_AA14		Tremella	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae
Tfuciftr26predictedgene_003873_T1_9_261_AA14		Tremella	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae
Tfuciftr26predictedgene_004055_T1_24_275_AA14		Tremella	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae
TFUNBRC9317_002271_T1_24_275_AA14		Tremella	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae
TFUNBRC9317_003942_T1_3_261_AA14		Tremella	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae
TFUNBRC9317_003942_T1_302_571_AA14		Tremella	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae
TFUSEMC49_000083_T1_536_804_AA14		Tremella	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae
TFUSEMC49_000083_T1_844_1113_AA14		Tremella	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae
TFUSEMC49_000639_T1_24_275_AA14		Tremella	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae
TmesenATCC28783predictedgene_005285_T1_19_251_AA14		Tremella	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae
TmesenATCC28783predictedgene_006932_T1_20_274_AA14		Tremella	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae
TmesenDSM1558predictedgene_001497_T1_19_282_AA14		Tremella	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae
TmesenDSM1558predictedgene_002888_T1_20_274_AA14		Tremella	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae
TYONBRC100148_001237_T1_24_275_AA14		Tremella	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae
TYONBRC100148_003196_T1_228_497_AA14		Tremella	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae
TYONBRC100148_003196_T1_4_188_AA14		Tremella	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae
GFZ43948.1_Saitozyma_sp._JCM24511	GFZ43948.1	Saitozyma	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Trimorphomycetaceae
RSH91054.1_Saitozyma_podzolica	RSH91054.1	Saitozyma	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Trimorphomycetaceae
GFZ45114.1_Saitozyma_sp._JCM24511	GFZ45114.1	Saitozyma	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Trimorphomycetaceae
GFZ47836.1_Saitozyma_sp._JCM24511	GFZ47836.1	Saitozyma	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Trimorphomycetaceae
KAK4683791.1_Tremellales_sp._Uapishka_1	KAK4683791.1	Tremellales	Fungi	Basidiomycota	Tremellomycetes	Tremellales	unknown
CAD6572736.1_Tremellales_sp._Tagirdzhanova_0007	CAD6572736.1	Tremellales	Fungi	Basidiomycota	Tremellomycetes	Tremellales	unknown
KAK4687237.1_Tremellales_sp._Uapishka_1	KAK4687237.1	Tremellales	Fungi	Basidiomycota	Tremellomycetes	Tremellales	unknown
XP_028476473.1_Apiotrichum_porosum	XP_028476473.1	Apiotrichum	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae
XP_028476511.1_Apiotrichum_porosum	XP_028476511.1	Apiotrichum	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae
XP_028474799.1_Apiotrichum_porosum	XP_028474799.1	Apiotrichum	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae
